assetName,lat,long,businessCategory,riskRating,riskFactors,year
"Landry, Molina and Green",49.88307,-119.48568,Manufacturing,0.5,"{""Earthquake"": 0.04, ""Wildfire"": 0.01, ""Flooding"": 0.05, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Sea level rise"": 0.13, ""Tornado"": 0.12, ""Volcano"": 0.1}",2040
"Taylor, Mitchell and Ward",50.26729,-119.27337,Technology,0.13,"{""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Flooding"": 0.01, ""Drought"": 0.01, ""Earthquake"": 0.02, ""Volcano"": 0.02, ""Hurricane"": 0.02}",2030
Vega-Huffman,53.51684,-113.3187,Finance,0.02,"{""Drought"": 0.0, ""Hurricane"": 0.01, ""Flooding"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.01}",2070
"Clarke, Lutz and Farrell",45.40008,-73.58248,Energy,0.64,"{""Volcano"": 0.08, ""Tornado"": 0.02, ""Earthquake"": 0.06, ""Flooding"": 0.03, ""Extreme cold"": 0.08, ""Drought"": 0.07, ""Sea level rise"": 0.11, ""Hurricane"": 0.03, ""Wildfire"": 0.05, ""Extreme heat"": 0.11}",2050
Torres-Sanchez,45.44868,-73.81669,Manufacturing,0.28,"{""Earthquake"": 0.03, ""Wildfire"": 0.07, ""Flooding"": 0.04, ""Sea level rise"": 0.07, ""Volcano"": 0.05, ""Tornado"": 0.02}",2030
Duke Ltd,46.23899,-63.13414,Manufacturing,0.67,"{""Wildfire"": 0.01, ""Extreme heat"": 0.37, ""Flooding"": 0.29}",2030
Grant-Coffey,53.51684,-113.3187,Technology,0.47,"{""Hurricane"": 0.01, ""Flooding"": 0.05, ""Volcano"": 0.08, ""Extreme heat"": 0.11, ""Sea level rise"": 0.07, ""Tornado"": 0.01, ""Earthquake"": 0.05, ""Wildfire"": 0.09, ""Drought"": 0.0}",2060
"Roberts, Burke and Williams",42.8334,-80.38297,Finance,0.5,"{""Sea level rise"": 0.17, ""Extreme heat"": 0.15, ""Wildfire"": 0.18}",2070
Thomas-Chavez,45.4473,-73.75335,Energy,0.74,"{""Wildfire"": 0.08, ""Extreme heat"": 0.01, ""Flooding"": 0.11, ""Volcano"": 0.04, ""Extreme cold"": 0.13, ""Drought"": 0.12, ""Sea level rise"": 0.1, ""Hurricane"": 0.15}",2050
Robertson-Petersen,43.86682,-79.2663,Healthcare,0.61,"{""Drought"": 0.61}",2030
Zuniga Inc,42.8334,-80.38297,Retail,0.89,"{""Sea level rise"": 0.61, ""Extreme heat"": 0.25, ""Tornado"": 0.03}",2060
Stanton-Joyce,42.8334,-80.38297,Energy,0.82,"{""Extreme heat"": 0.24, ""Flooding"": 0.26, ""Volcano"": 0.04, ""Earthquake"": 0.28}",2030
"Harrison, Meza and Rios",50.26729,-119.27337,Energy,0.35,"{""Drought"": 0.35}",2040
"Watson, Evans and Smith",45.4473,-73.75335,Technology,0.77,"{""Flooding"": 0.11, ""Tornado"": 0.07, ""Volcano"": 0.24, ""Wildfire"": 0.11, ""Sea level rise"": 0.04, ""Earthquake"": 0.13, ""Extreme heat"": 0.07}",2030
"Roberts, Burke and Williams",45.43341,-73.86586,Finance,0.42,"{""Hurricane"": 0.01, ""Earthquake"": 0.01, ""Volcano"": 0.21, ""Wildfire"": 0.08, ""Drought"": 0.11}",2060
"Taylor, Mitchell and Ward",46.23899,-63.13414,Retail,0.09,"{""Flooding"": 0.03, ""Wildfire"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.02}",2040
"Mcknight, Beasley and Stewart",43.86682,-79.2663,Energy,0.98,"{""Flooding"": 0.24, ""Wildfire"": 0.25, ""Earthquake"": 0.26, ""Volcano"": 0.23}",2060
Jimenez-Gallegos,46.23899,-63.13414,Retail,0.04,"{""Tornado"": 0.04}",2050
Good-Lewis,49.88307,-119.48568,Finance,0.54,"{""Extreme cold"": 0.08, ""Wildfire"": 0.03, ""Hurricane"": 0.02, ""Flooding"": 0.1, ""Extreme heat"": 0.02, ""Earthquake"": 0.06, ""Volcano"": 0.06, ""Drought"": 0.02, ""Sea level rise"": 0.06, ""Tornado"": 0.09}",2070
Perez-Robertson,50.26729,-119.27337,Energy,0.33,"{""Sea level rise"": 0.09, ""Wildfire"": 0.08, ""Extreme heat"": 0.09, ""Extreme cold"": 0.07}",2040
Jones Ltd,45.40008,-73.58248,Technology,0.96,"{""Flooding"": 0.03, ""Drought"": 0.07, ""Sea level rise"": 0.17, ""Earthquake"": 0.08, ""Hurricane"": 0.04, ""Wildfire"": 0.05, ""Extreme heat"": 0.03, ""Volcano"": 0.17, ""Extreme cold"": 0.22, ""Tornado"": 0.1}",2040
"Rodriguez, Roberts and Fuller",45.4473,-73.75335,Manufacturing,0.01,"{""Extreme heat"": 0.01, ""Drought"": 0.0, ""Hurricane"": 0.0, ""Extreme cold"": 0.0, ""Volcano"": 0.0}",2070
Park and Sons,45.4473,-73.75335,Technology,0.57,"{""Drought"": 0.07, ""Volcano"": 0.05, ""Earthquake"": 0.07, ""Tornado"": 0.08, ""Flooding"": 0.09, ""Wildfire"": 0.02, ""Sea level rise"": 0.07, ""Hurricane"": 0.03, ""Extreme cold"": 0.09}",2030
"Thompson, Davis and Brown",45.43341,-73.86586,Finance,0.02,"{""Extreme cold"": 0.02, ""Extreme heat"": 0.0, ""Flooding"": 0.0, ""Tornado"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Volcano"": 0.0}",2050
Waller Ltd,53.51684,-113.3187,Energy,0.77,"{""Flooding"": 0.19, ""Drought"": 0.07, ""Hurricane"": 0.34, ""Extreme heat"": 0.17}",2050
"Patel, Norris and Jackson",49.88307,-119.48568,Finance,0.44,"{""Flooding"": 0.03, ""Volcano"": 0.03, ""Hurricane"": 0.07, ""Sea level rise"": 0.02, ""Extreme cold"": 0.08, ""Extreme heat"": 0.07, ""Wildfire"": 0.02, ""Drought"": 0.01, ""Earthquake"": 0.06, ""Tornado"": 0.05}",2040
Willis-Newman,53.51684,-113.3187,Energy,0.28,"{""Hurricane"": 0.15, ""Sea level rise"": 0.1, ""Volcano"": 0.03}",2050
Wiley Ltd,42.8334,-80.38297,Healthcare,0,"{""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Flooding"": 0.0}",2050
Wiley Ltd,49.88307,-119.48568,Finance,0.4,"{""Wildfire"": 0.07, ""Sea level rise"": 0.09, ""Earthquake"": 0.24}",2030
"Davis, Allen and Rivera",45.44868,-73.81669,Retail,0.48,"{""Tornado"": 0.12, ""Volcano"": 0.12, ""Hurricane"": 0.02, ""Extreme cold"": 0.1, ""Flooding"": 0.01, ""Sea level rise"": 0.11}",2040
Smith-Woods,42.8334,-80.38297,Energy,0.59,"{""Extreme heat"": 0.35, ""Earthquake"": 0.24}",2050
"Washington, Rogers and Morrison",46.23899,-63.13414,Manufacturing,0.62,"{""Hurricane"": 0.41, ""Tornado"": 0.21}",2070
Skinner-Rojas,45.43341,-73.86586,Technology,0.96,"{""Sea level rise"": 0.19999999999999998, ""Volcano"": 0.27, ""Flooding"": 0.11, ""Extreme cold"": 0.3, ""Drought"": 0.08}",2050
Willis-Newman,42.8334,-80.38297,Retail,0.23,"{""Sea level rise"": 0.23}",2030
Strickland-Daniels,45.44868,-73.81669,Manufacturing,0.58,"{""Tornado"": 0.09, ""Hurricane"": 0.01, ""Sea level rise"": 0.31, ""Volcano"": 0.17}",2030
"Mcpherson, Simmons and Simpson",53.51684,-113.3187,Technology,0.06,"{""Tornado"": 0.06}",2030
Cook-Burns,49.88307,-119.48568,Retail,0.78,"{""Volcano"": 0.37, ""Flooding"": 0.41}",2070
Stewart PLC,45.44868,-73.81669,Manufacturing,0.68,"{""Drought"": 0.01, ""Extreme cold"": 0.05, ""Wildfire"": 0.09, ""Hurricane"": 0.05, ""Sea level rise"": 0.09, ""Flooding"": 0.08, ""Volcano"": 0.09, ""Earthquake"": 0.09, ""Tornado"": 0.13}",2030
Ware PLC,46.23899,-63.13414,Finance,0.48,"{""Drought"": 0.04, ""Volcano"": 0.04, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Extreme heat"": 0.06, ""Earthquake"": 0.11, ""Tornado"": 0.05, ""Flooding"": 0.02, ""Extreme cold"": 0.09, ""Wildfire"": 0.06}",2070
Norton-Spencer,45.43341,-73.86586,Retail,0.79,"{""Volcano"": 0.16, ""Extreme cold"": 0.11, ""Flooding"": 0.05, ""Wildfire"": 0.11, ""Earthquake"": 0.16, ""Drought"": 0.1, ""Extreme heat"": 0.1}",2030
"Rodriguez, Roberts and Fuller",46.23899,-63.13414,Retail,0.28,"{""Sea level rise"": 0.03, ""Volcano"": 0.09, ""Tornado"": 0.1, ""Hurricane"": 0.06}",2060
Martin-Jenkins,43.86682,-79.2663,Retail,0.55,"{""Earthquake"": 0.22, ""Tornado"": 0.33}",2030
Gray-Evans,45.4473,-73.75335,Finance,0.06,"{""Wildfire"": 0.06}",2040
Gray-Evans,45.43341,-73.86586,Healthcare,0.07,"{""Extreme cold"": 0.02, ""Earthquake"": 0.0, ""Drought"": 0.01, ""Volcano"": 0.0, ""Extreme heat"": 0.01, ""Flooding"": 0.01, ""Tornado"": 0.01, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Wildfire"": 0.0}",2030
Foster-Flores,49.88307,-119.48568,Technology,0.11,"{""Tornado"": 0.05, ""Wildfire"": 0.04, ""Volcano"": 0.02, ""Earthquake"": 0.0}",2070
"Rodriguez, Roberts and Fuller",50.26729,-119.27337,Energy,0.82,"{""Wildfire"": 0.82}",2060
"Wagner, Curry and Pearson",46.23899,-63.13414,Finance,0.11,"{""Sea level rise"": -0.01, ""Flooding"": 0.02, ""Extreme heat"": 0.01, ""Extreme cold"": 0.03, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.01, ""Wildfire"": 0.02, ""Volcano"": 0.01}",2060
"Wagner, Curry and Pearson",45.44868,-73.81669,Retail,0.91,"{""Wildfire"": 0.65, ""Flooding"": 0.26}",2050
"Hall, Meadows and Anderson",49.88307,-119.48568,Finance,0.88,"{""Tornado"": 0.04, ""Volcano"": 0.05, ""Hurricane"": 0.16, ""Extreme heat"": 0.03, ""Sea level rise"": 0.17, ""Wildfire"": 0.14, ""Earthquake"": 0.04, ""Extreme cold"": 0.1, ""Flooding"": 0.15}",2030
Martin-Jenkins,46.1351,-60.1831,Finance,0.33,"{""Extreme heat"": 0.06, ""Drought"": 0.04, ""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Flooding"": 0.01, ""Volcano"": 0.05, ""Hurricane"": 0.04, ""Sea level rise"": 0.05, ""Tornado"": 0.04, ""Earthquake"": 0.01}",2040
Cook-Burns,46.1351,-60.1831,Finance,0.9,"{""Hurricane"": 0.16, ""Earthquake"": 0.16, ""Extreme cold"": 0.17, ""Wildfire"": 0.11, ""Drought"": 0.11, ""Tornado"": 0.02, ""Volcano"": 0.17}",2040
"Walker, Hogan and Mendez",42.8334,-80.38297,Energy,0.13,"{""Volcano"": 0.02, ""Tornado"": 0.02, ""Wildfire"": 0.01, ""Earthquake"": 0.02, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Flooding"": 0.02, ""Drought"": 0.01, ""Hurricane"": 0.0}",2070
Thomas-Chavez,45.40008,-73.58248,Energy,0.66,"{""Drought"": 0.22, ""Flooding"": 0.07, ""Hurricane"": 0.37}",2060
Zuniga Inc,45.43341,-73.86586,Manufacturing,0.45,"{""Wildfire"": 0.11, ""Volcano"": 0.1, ""Extreme heat"": 0.18, ""Extreme cold"": 0.06}",2040
Thomas-Chavez,45.4473,-73.75335,Manufacturing,0.01,"{""Wildfire"": 0.01, ""Tornado"": 0.0, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Sea level rise"": 0.0}",2050
Stanton-Joyce,49.88307,-119.48568,Energy,0.54,"{""Sea level rise"": 0.13, ""Earthquake"": 0.13, ""Volcano"": 0.04, ""Hurricane"": 0.07, ""Wildfire"": 0.08, ""Drought"": 0.09}",2050
Jones Ltd,45.44868,-73.81669,Energy,0.92,"{""Sea level rise"": 0.11, ""Drought"": 0.12, ""Earthquake"": 0.24, ""Extreme cold"": 0.04, ""Hurricane"": 0.11, ""Tornado"": 0.07, ""Flooding"": 0.08, ""Extreme heat"": 0.11, ""Wildfire"": 0.04}",2040
"Taylor, Mitchell and Ward",49.88307,-119.48568,Technology,0.03,"{""Wildfire"": 0.03, ""Hurricane"": 0.0, ""Tornado"": 0.0}",2040
"Thompson, Davis and Brown",50.26729,-119.27337,Retail,0.14,"{""Extreme heat"": 0.04, ""Tornado"": 0.03, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Drought"": 0.03, ""Volcano"": 0.02}",2060
Acevedo-Kennedy,45.44868,-73.81669,Retail,0.37,"{""Extreme heat"": 0.06, ""Hurricane"": 0.01, ""Flooding"": 0.16, ""Wildfire"": 0.1, ""Volcano"": 0.04}",2050
Johnson and Sons,53.51684,-113.3187,Finance,0.05,"{""Hurricane"": 0.05}",2040
Patel-Brooks,42.8334,-80.38297,Healthcare,0,"{""Wildfire"": 0.0, ""Drought"": 0.0, ""Volcano"": 0.0, ""Earthquake"": 0.0, ""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Hurricane"": 0.0, ""Sea level rise"": 0.0, ""Extreme heat"": 0.0}",2070
"Walker, Hogan and Mendez",45.4473,-73.75335,Technology,0.65,"{""Tornado"": 0.65}",2050
"Wagner, Curry and Pearson",45.40008,-73.58248,Retail,0.8,"{""Wildfire"": 0.12, ""Extreme heat"": 0.29, ""Tornado"": 0.39}",2070
Johnson and Sons,45.43341,-73.86586,Finance,0.52,"{""Hurricane"": 0.02, ""Extreme heat"": 0.25, ""Earthquake"": 0.25}",2070
Pittman PLC,43.86682,-79.2663,Retail,0.32,"{""Sea level rise"": 0.05, ""Flooding"": 0.03, ""Tornado"": 0.0, ""Earthquake"": 0.03, ""Hurricane"": 0.07, ""Drought"": 0.05, ""Extreme heat"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.06}",2040
Reid PLC,43.86682,-79.2663,Technology,0.49,"{""Earthquake"": 0.19, ""Extreme cold"": 0.13, ""Volcano"": 0.14, ""Extreme heat"": 0.03}",2040
Wiley Ltd,45.4473,-73.75335,Energy,0.55,"{""Sea level rise"": 0.25, ""Extreme heat"": 0.12, ""Drought"": 0.03, ""Wildfire"": 0.15}",2070
Vega-Huffman,49.88307,-119.48568,Manufacturing,0.28,"{""Tornado"": 0.03, ""Flooding"": 0.0, ""Drought"": 0.04, ""Extreme heat"": 0.08, ""Hurricane"": 0.02, ""Extreme cold"": 0.04, ""Volcano"": 0.03, ""Sea level rise"": 0.04}",2070
Banks-Carlson,45.4473,-73.75335,Healthcare,0.86,"{""Drought"": 0.01, ""Sea level rise"": 0.07, ""Extreme cold"": 0.06, ""Earthquake"": 0.1, ""Extreme heat"": 0.17, ""Hurricane"": 0.02, ""Volcano"": 0.03, ""Wildfire"": 0.11, ""Flooding"": 0.14, ""Tornado"": 0.15}",2040
"Washington, Rogers and Morrison",42.8334,-80.38297,Retail,0.23,"{""Drought"": 0.04, ""Volcano"": 0.07, ""Tornado"": 0.04, ""Sea level rise"": 0.08}",2070
Wilkerson-Miranda,53.51684,-113.3187,Manufacturing,0.86,"{""Earthquake"": 0.01, ""Extreme cold"": 0.02, ""Volcano"": 0.1, ""Tornado"": 0.13, ""Flooding"": 0.08, ""Hurricane"": 0.13, ""Wildfire"": 0.07, ""Drought"": 0.14, ""Extreme heat"": 0.18}",2050
"Mejia, Roberts and Gay",45.43341,-73.86586,Energy,0.72,"{""Extreme cold"": 0.08, ""Wildfire"": 0.04, ""Drought"": 0.06, ""Flooding"": 0.03, ""Tornado"": 0.03, ""Earthquake"": 0.09, ""Volcano"": 0.22, ""Hurricane"": 0.15, ""Extreme heat"": 0.02}",2030
"Patel, Norris and Jackson",50.26729,-119.27337,Retail,0.55,"{""Wildfire"": 0.039999999999999994, ""Flooding"": 0.01, ""Tornado"": 0.08, ""Earthquake"": 0.04, ""Extreme heat"": 0.1, ""Drought"": 0.07, ""Hurricane"": 0.09, ""Volcano"": 0.08, ""Sea level rise"": 0.03, ""Extreme cold"": 0.01}",2030
Acevedo-Kennedy,45.4473,-73.75335,Manufacturing,0.21,"{""Wildfire"": 0.21}",2050
"Mcknight, Beasley and Stewart",46.23899,-63.13414,Manufacturing,0.68,"{""Tornado"": 0.12, ""Extreme heat"": 0.04, ""Drought"": 0.1, ""Volcano"": 0.13, ""Flooding"": 0.11, ""Sea level rise"": 0.18}",2060
Reid-Sherman,46.23899,-63.13414,Retail,0.65,"{""Earthquake"": 0.21, ""Flooding"": 0.13, ""Volcano"": 0.04, ""Tornado"": 0.04, ""Extreme cold"": 0.07, ""Extreme heat"": 0.16}",2030
Banks-Carlson,43.86682,-79.2663,Energy,0.41,"{""Tornado"": 0.04, ""Extreme cold"": 0.11, ""Drought"": 0.04, ""Hurricane"": 0.05, ""Extreme heat"": 0.17}",2030
Robertson-Petersen,49.88307,-119.48568,Manufacturing,0.39,"{""Extreme cold"": 0.37, ""Flooding"": 0.02}",2050
Perez-Robertson,53.51684,-113.3187,Retail,0.39,"{""Hurricane"": 0.05, ""Extreme heat"": 0.07, ""Earthquake"": 0.14, ""Wildfire"": 0.13}",2040
Rivera Inc,53.51684,-113.3187,Finance,0.76,"{""Extreme heat"": 0.04, ""Extreme cold"": 0.23, ""Flooding"": 0.09, ""Wildfire"": 0.17, ""Hurricane"": 0.23}",2030
"Landry, Molina and Green",53.51684,-113.3187,Energy,0.75,"{""Sea level rise"": 0.03, ""Volcano"": 0.06, ""Extreme cold"": 0.24, ""Earthquake"": 0.11, ""Extreme heat"": 0.25, ""Hurricane"": 0.06}",2030
Jimenez-Gallegos,43.86682,-79.2663,Finance,0.48,"{""Earthquake"": 0.1, ""Tornado"": 0.18, ""Drought"": 0.04, ""Extreme cold"": 0.16}",2050
"Hooper, Evans and Merritt",42.8334,-80.38297,Healthcare,0.7,"{""Extreme cold"": 0.11, ""Wildfire"": 0.09, ""Extreme heat"": 0.18, ""Sea level rise"": 0.14, ""Volcano"": 0.01, ""Drought"": 0.17}",2030
"Bender, Warren and Sanchez",46.23899,-63.13414,Finance,0.08,"{""Wildfire"": 0.0, ""Drought"": 0.02, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Extreme heat"": 0.02, ""Flooding"": 0.01}",2070
Wilkerson-Miranda,46.1351,-60.1831,Retail,0.89,"{""Hurricane"": 0.2, ""Extreme cold"": 0.62, ""Flooding"": 0.07}",2050
"Mcpherson, Simmons and Simpson",45.4473,-73.75335,Finance,0.01,"{""Tornado"": 0.01, ""Extreme cold"": 0.0, ""Earthquake"": 0.0, ""Sea level rise"": 0.0, ""Volcano"": 0.0, ""Extreme heat"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.0}",2050
Reid PLC,43.86682,-79.2663,Energy,0.7,"{""Sea level rise"": 0.05, ""Extreme cold"": 0.29, ""Wildfire"": 0.35, ""Flooding"": 0.01}",2030
Grant-Coffey,50.26729,-119.27337,Finance,0.8,"{""Extreme cold"": 0.09, ""Sea level rise"": 0.07, ""Extreme heat"": 0.14, ""Earthquake"": 0.15, ""Drought"": 0.14, ""Wildfire"": 0.09, ""Hurricane"": 0.1, ""Volcano"": 0.02}",2070
"Hall, Meadows and Anderson",53.51684,-113.3187,Finance,0.17,"{""Earthquake"": 0.03, ""Wildfire"": 0.05, ""Flooding"": 0.0, ""Hurricane"": 0.01, ""Tornado"": 0.05, ""Extreme cold"": 0.0, ""Extreme heat"": 0.02, ""Volcano"": 0.01}",2050
"Bender, Warren and Sanchez",45.40008,-73.58248,Manufacturing,0.51,"{""Tornado"": 0.13, ""Extreme cold"": 0.05, ""Wildfire"": 0.05, ""Extreme heat"": 0.11, ""Earthquake"": 0.06, ""Flooding"": 0.11}",2030
Acevedo-Kennedy,46.23899,-63.13414,Technology,0.06,"{""Sea level rise"": 0.0, ""Drought"": 0.01, ""Tornado"": 0.0, ""Earthquake"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Flooding"": 0.01, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Extreme heat"": 0.01}",2030
"Hall, Meadows and Anderson",45.43341,-73.86586,Finance,0.25,"{""Hurricane"": 0.060000000000000005, ""Volcano"": 0.08, ""Drought"": 0.09, ""Earthquake"": 0.02}",2030
"Higgins, Brown and Vaughn",45.43341,-73.86586,Healthcare,0.42,"{""Volcano"": 0.1, ""Drought"": 0.04, ""Sea level rise"": 0.13, ""Extreme heat"": 0.06, ""Earthquake"": 0.04, ""Wildfire"": 0.05}",2050
"Kelley, Barnes and Hutchinson",50.26729,-119.27337,Healthcare,0.48,"{""Volcano"": 0.07, ""Hurricane"": 0.06, ""Flooding"": 0.12, ""Earthquake"": 0.16, ""Wildfire"": 0.04, ""Extreme heat"": 0.03}",2060
"Thompson, Davis and Brown",46.1351,-60.1831,Healthcare,0.79,"{""Hurricane"": 0.79}",2070
Jimenez-Gallegos,53.51684,-113.3187,Energy,0.63,"{""Tornado"": 0.21, ""Extreme heat"": 0.18, ""Sea level rise"": 0.01, ""Drought"": 0.23}",2060
Thomas-Chavez,46.1351,-60.1831,Energy,0.8,"{""Drought"": 0.44, ""Earthquake"": 0.21, ""Extreme heat"": 0.11, ""Hurricane"": 0.04}",2060
"Hall, Meadows and Anderson",42.8334,-80.38297,Retail,0.41,"{""Volcano"": 0.019999999999999997, ""Wildfire"": 0.02, ""Extreme heat"": 0.05, ""Flooding"": 0.08, ""Earthquake"": 0.04, ""Drought"": 0.06, ""Tornado"": 0.07, ""Hurricane"": 0.02, ""Sea level rise"": 0.05}",2070
"Mcpherson, Simmons and Simpson",43.86682,-79.2663,Energy,0.84,"{""Hurricane"": 0.13999999999999999, ""Extreme heat"": 0.19, ""Flooding"": 0.2, ""Sea level rise"": 0.31}",2070
Horne and Sons,42.8334,-80.38297,Retail,0.5,"{""Volcano"": 0.02, ""Wildfire"": 0.07, ""Extreme heat"": 0.06, ""Hurricane"": 0.07, ""Earthquake"": 0.02, ""Sea level rise"": 0.07, ""Tornado"": 0.04, ""Flooding"": 0.05, ""Extreme cold"": 0.06, ""Drought"": 0.04}",2040
Wilkerson-Miranda,49.88307,-119.48568,Technology,0.29,"{""Extreme cold"": 0.28, ""Flooding"": 0.01}",2060
"Higgins, Brown and Vaughn",45.43341,-73.86586,Energy,0.34,"{""Volcano"": 0.04, ""Sea level rise"": 0.07, ""Earthquake"": 0.08, ""Tornado"": 0.08, ""Hurricane"": 0.02, ""Flooding"": 0.02, ""Wildfire"": 0.03}",2070
Sullivan-Curtis,49.88307,-119.48568,Energy,0.66,"{""Hurricane"": 0.12, ""Earthquake"": 0.11, ""Extreme heat"": 0.11, ""Tornado"": 0.08, ""Sea level rise"": 0.1, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Wildfire"": 0.11}",2060
"Hall, Meadows and Anderson",46.23899,-63.13414,Retail,0.76,"{""Extreme heat"": 0.3, ""Earthquake"": 0.46}",2030
Good-Lewis,42.8334,-80.38297,Healthcare,0.99,"{""Tornado"": 0.24000000000000002, ""Sea level rise"": 0.33, ""Extreme cold"": 0.01, ""Wildfire"": 0.12, ""Volcano"": 0.15, ""Flooding"": 0.1, ""Hurricane"": 0.04}",2040
Williams Group,49.88307,-119.48568,Finance,0.8,"{""Tornado"": 0.06999999999999999, ""Flooding"": 0.12, ""Sea level rise"": 0.16, ""Earthquake"": 0.15, ""Wildfire"": 0.08, ""Extreme cold"": 0.01, ""Drought"": 0.17, ""Hurricane"": 0.04, ""Volcano"": 0.0}",2030
Acevedo-Kennedy,50.26729,-119.27337,Manufacturing,0.2,"{""Extreme cold"": 0.0, ""Volcano"": 0.02, ""Sea level rise"": 0.04, ""Extreme heat"": 0.01, ""Earthquake"": 0.0, ""Wildfire"": 0.04, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Drought"": 0.05, ""Hurricane"": 0.02}",2060
Reid PLC,43.86682,-79.2663,Manufacturing,0.01,"{""Extreme cold"": 0.01, ""Drought"": 0.0, ""Extreme heat"": 0.0, ""Tornado"": 0.0}",2040
"Patel, Norris and Jackson",49.88307,-119.48568,Healthcare,0.78,"{""Sea level rise"": 0.23, ""Wildfire"": 0.23, ""Hurricane"": 0.0, ""Extreme cold"": 0.14, ""Tornado"": 0.17, ""Extreme heat"": 0.01}",2060
Wiley Ltd,45.40008,-73.58248,Healthcare,0.08,"{""Extreme cold"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Earthquake"": 0.01}",2050
"Fox, Daniel and Coleman",46.23899,-63.13414,Retail,0.47,"{""Extreme cold"": 0.43, ""Drought"": 0.03, ""Hurricane"": 0.01}",2030
Anderson Group,53.51684,-113.3187,Manufacturing,0.9,"{""Extreme cold"": 0.1, ""Volcano"": 0.25, ""Sea level rise"": 0.53, ""Earthquake"": 0.02}",2040
Wiley Ltd,46.23899,-63.13414,Healthcare,0.67,"{""Flooding"": 0.04, ""Earthquake"": 0.03, ""Hurricane"": 0.17, ""Volcano"": 0.06, ""Drought"": 0.37}",2050
Wiley Ltd,46.23899,-63.13414,Retail,0.14,"{""Flooding"": 0.03, ""Extreme heat"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Earthquake"": 0.01, ""Volcano"": 0.0, ""Wildfire"": 0.02, ""Hurricane"": 0.01, ""Tornado"": 0.03}",2060
Vega-Huffman,49.88307,-119.48568,Retail,0.85,"{""Tornado"": 0.08, ""Extreme cold"": 0.25, ""Flooding"": 0.03, ""Extreme heat"": 0.3, ""Hurricane"": 0.17, ""Drought"": 0.02}",2030
Acevedo-Kennedy,53.51684,-113.3187,Energy,0.21,"{""Extreme cold"": 0.01, ""Drought"": 0.04, ""Flooding"": 0.01, ""Volcano"": 0.02, ""Earthquake"": 0.04, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Tornado"": 0.02, ""Wildfire"": 0.05}",2070
Flynn-Anderson,45.44868,-73.81669,Retail,0.16,"{""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Hurricane"": 0.01, ""Wildfire"": 0.03, ""Flooding"": 0.02, ""Tornado"": 0.02, ""Drought"": 0.02, ""Sea level rise"": 0.02, ""Volcano"": 0.02}",2030
Foster-Flores,46.23899,-63.13414,Technology,0.12,"{""Extreme cold"": 0.03, ""Tornado"": 0.02, ""Volcano"": 0.03, ""Wildfire"": 0.01, ""Flooding"": 0.0, ""Earthquake"": 0.03}",2070
"Thompson, Davis and Brown",42.8334,-80.38297,Energy,0.8,"{""Tornado"": 0.15, ""Earthquake"": 0.03, ""Flooding"": 0.04, ""Volcano"": 0.08, ""Sea level rise"": 0.14, ""Extreme heat"": 0.18, ""Wildfire"": 0.12, ""Extreme cold"": 0.06}",2040
Foster-Flores,50.26729,-119.27337,Retail,0.19,"{""Wildfire"": 0.03, ""Extreme cold"": 0.04, ""Volcano"": 0.01, ""Tornado"": 0.02, ""Flooding"": 0.02, ""Earthquake"": 0.01, ""Extreme heat"": 0.0, ""Drought"": 0.03, ""Sea level rise"": 0.03}",2050
